id,x,y
1170,381.6153846153839,68.23076923076923
1171,41.2857142857146,86.0
1173,278.83333333333326,78.83333333333333
1175,57.0000000000004,14.0
1177,455.63636363636414,66.27272727272727
1178,477.38461538461536,78.3076923076923
1181,48.26666666666715,59.46666666666667
1184,20.12500000000054,44.4375
1186,77.39999999999975,16.8
1187,343.00000000000017,59.833333333333336
1188,35.79999999999941,80.1
1192,483.5833333333333,91.0
1193,126.5294117647064,54.411764705882355
1195,385.88888888888715,73.55555555555556
1198,39.81818181818116,70.9090909090909
1199,474.84615384615387,72.53846153846153
1206,167.78571428571487,71.14285714285714
1208,336.9999999999998,31.5
1209,417.6,21.2
1213,455.66666666666606,4.333333333333333
1216,216.66666666666674,16.666666666666668
1217,94.0909090909102,68.54545454545455
1219,288.80000000000143,89.2
1223,284.21428571428396,65.28571428571429
1228,121.14285714285606,55.92857142857143
1229,22.727272727272336,74.36363636363636
1230,446.2307692307696,77.92307692307692
1232,289.4999999999995,83.58333333333333
1233,390.75000000000136,82.41666666666667
1237,277.35714285714187,65.5
1240,162.61538461538356,71.76923076923077
1242,267.00000000000034,24.5
1243,243.00000000000065,18.5
1244,368.1538461538464,62.0
1246,337.46153846153874,70.38461538461539
1247,211.99999999999903,64.35714285714286
1249,430.53846153846166,68.3076923076923
1250,176.0000000000006,21.5
1254,338.181818181818,64.27272727272727
1257,492.4166666666667,40.666666666666664
1260,23.999999999999773,25.5
1261,385.0909090909083,83.72727272727273
1262,281.3333333333338,73.33333333333333
1263,451.7777777777773,66.11111111111111
1265,455.45454545454595,72.0
1266,229.16666666666592,55.833333333333336
1268,442.5625000000007,51.3125
1269,467.27272727272725,73.72727272727273
1274,341.59999999999945,68.9
1275,87.0714285714281,68.92857142857143
1277,116.00000000000031,62.92307692307692
1278,311.3333333333333,9.333333333333334
1280,367.80000000000075,73.6
1281,479.0,7.0
1283,450.9999999999999,79.5
1293,128.44444444444517,74.77777777777777
1294,26.800000000000892,71.6
1298,450.4285714285731,71.57142857142857
1303,33.61538461538425,66.07692307692308
1304,453.875,27.0
1308,291.1666666666697,67.58333333333333
1310,471.90909090909065,62.27272727272727
1314,166.5000000000007,33.5
1319,478.4166666666667,86.25
1321,447.3571428571422,65.85714285714286
1323,171.73333333333287,65.13333333333334
1325,464.0000000000017,66.76923076923077
1328,161.9999999999987,25.0
1337,271.4285714285722,64.21428571428571
1341,87.54545454545315,60.18181818181818
1348,474.6363636363636,82.9090909090909
1350,283.81818181818284,89.36363636363636
1352,199.1500000000005,10.9
1361,280.692307692308,85.76923076923077
1363,453.22222222222314,76.55555555555556
1368,286.2999999999993,71.3
1371,146.49999999999946,26.5
1375,140.49999999999983,7.5
1377,176.75,64.91666666666667
1378,390.3571428571426,74.92857142857143
1383,426.1666666666674,65.08333333333333
1389,173.53333333333424,71.66666666666667
1390,180.66666666666742,31.333333333333332
1392,159.33333333333422,52.06666666666667
1396,293.75000000000034,72.5
1399,236.77777777777678,52.333333333333336
1401,167.4545454545447,27.0
1402,216.6923076923069,63.07692307692308
1403,129.00000000000063,70.0
1405,285.0000000000008,84.72727272727273
1407,96.41666666666684,58.5
1417,221.90909090909082,58.27272727272727
1420,379.00000000000057,11.0
1422,40.636363636362915,81.81818181818181
1423,21.444444444444635,78.88888888888889
1426,152.9999999999999,21.0
1428,471.11111111111154,74.88888888888889
1429,185.5000000000007,31.5
1431,285.18181818181887,79.63636363636364
1434,322.0000000000005,30.5
1435,419.0,8.0
1436,389.0000000000001,9.5
1437,207.72727272727334,61.90909090909091
1439,45.800000000000026,3.6
1443,243.80000000000047,24.4
1446,90.99999999999946,74.53333333333333
1450,243.00000000000063,53.23076923076923
1460,275.79999999999956,73.2
1469,484.46666666666664,84.06666666666666
1470,114.0769230769238,36.84615384615385
1478,27.10000000000037,80.9
1484,46.00000000000062,73.0
1488,469.00000000000017,81.3
1490,256.52631578947427,26.210526315789473
1495,13.071428571429449,46.714285714285715
1498,43.20000000000124,77.5
1501,370.3333333333347,66.83333333333333
1504,431.72727272727366,63.0
1506,97.0000000000012,74.33333333333333
1508,129.92307692307742,64.3076923076923
1509,30.642857142857483,77.85714285714286
1513,134.6666666666665,14.333333333333334
1514,376.3333333333328,68.77777777777777
1518,247.80000000000106,48.333333333333336
1519,122.66666666666583,70.11111111111111
1527,43.09090909091075,65.72727272727273
1528,156.76923076923003,59.76923076923077
1535,38.000000000000206,76.41666666666667
1536,202.88888888889008,59.333333333333336
1537,425.5555555555537,69.77777777777777
1538,401.0,8.5
1546,160.00000000000045,66.85714285714286
1548,386.3333333333348,78.55555555555556
1550,165.07692307692406,75.0
1553,176.00000000000028,32.0
1555,290.0909090909094,77.9090909090909
