Contact Energy,Chemotaxis Lambda,Proliferative Probability,Invasive Area,Infiltrative Area,Single Defects,Fingers,Detached Cells,Clusters,Phenotype
-5.0,0.0,0.0,2233.0,2233.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.0,3569.5,3569.5,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.0,2170.0,2170.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.0,1804.0,1804.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.0,2180.0,2180.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.0,3400.0,3400.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.0,1828.5,1828.5,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.0,3223.5,3223.5,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.0,2223.0,2223.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.0,2162.0,2162.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.1,2835.0,2835.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.1,2632.0,2632.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.1,1926.0,1926.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.1,1996.0,1996.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.1,3181.0,3181.0,0.0,1.0,0.0,0.0,Bulk invasion
-5.0,0.0,0.1,1675.0,1675.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.1,1520.0,1520.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.1,2435.0,2435.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.1,2220.5,2220.5,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.1,3050.5,3050.5,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.2,2677.5,2677.5,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.2,1765.0,1765.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.2,2561.5,2561.5,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.2,2575.0,2575.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.2,2733.0,2733.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.2,2594.0,2594.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.2,2321.0,2321.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.2,2055.0,2055.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.2,3209.5,3209.5,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.2,2210.5,2210.5,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.3,2027.5,2027.5,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.3,2335.5,2335.5,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.3,2478.0,2478.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.3,2639.0,2639.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.3,2188.0,2188.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.3,3136.0,3136.0,0.0,1.0,0.0,0.0,Bulk invasion
-5.0,0.0,0.3,2028.0,2028.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.3,2120.0,2120.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.3,1942.5,1942.5,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.3,2092.0,2092.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.4,1937.0,1937.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.4,2426.5,2426.5,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.4,1694.0,1694.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.4,1775.0,1775.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.4,2911.0,2911.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.4,1804.0,1804.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.4,2558.5,2558.5,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.4,2158.0,2158.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.4,1393.0,1393.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.4,3050.5,3050.5,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.5,2150.0,2150.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.5,2912.0,2912.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.5,2670.0,2670.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.5,2207.5,2207.5,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.5,3777.5,3777.5,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.5,2056.0,2056.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.5,3840.5,3840.5,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.5,1543.5,1543.5,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.5,3667.0,3667.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.5,2032.0,2032.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.6,2452.5,2452.5,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.6,1532.0,1532.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.6,2061.0,2061.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.6,2489.0,2489.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.6,2454.5,2454.5,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.6,2527.0,2527.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.6,2102.5,2102.5,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.6,3128.0,3128.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.6,1543.0,1543.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.6,2009.0,2009.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.7,2841.5,2841.5,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.7,2102.0,2102.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.7,2884.5,2884.5,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.7,3484.5,3484.5,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.7,3772.0,3772.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.7,2002.0,2002.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.7,1909.5,1909.5,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.7,2471.5,2471.5,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.7,2633.5,2633.5,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.7,2790.5,2790.5,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.8,2262.0,2262.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.8,1925.0,1925.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.8,2715.0,2715.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.8,1493.0,1493.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.8,2470.0,2470.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.8,2253.0,2253.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.8,2691.0,2691.0,0.0,1.0,0.0,0.0,Bulk invasion
-5.0,0.0,0.8,1899.0,1899.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.8,2371.5,2371.5,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.8,3480.5,3480.5,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.9,1484.5,1484.5,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.9,2966.0,2966.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.9,2950.5,2950.5,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.9,2887.5,2887.5,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.9,2291.0,2291.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.9,2049.5,2049.5,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.9,1692.0,1692.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.9,1993.5,1993.5,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.9,1806.5,1806.5,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,0.9,1895.0,1895.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,1.0,2467.0,2467.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,1.0,2747.5,2747.5,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,1.0,1910.0,1910.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,1.0,2824.0,2824.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,1.0,2130.0,2130.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,1.0,1905.0,1905.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,1.0,2524.0,2524.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,1.0,3025.0,3025.0,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,1.0,1865.5,1865.5,0.0,0.0,0.0,0.0,No invasion
-5.0,0.0,1.0,2231.0,2231.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.0,2475.5,2475.5,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.0,1800.5,1800.5,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.0,2287.0,2287.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.0,2523.0,2523.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.0,1830.5,1830.5,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.0,2624.0,2624.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.0,2718.0,2718.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.0,2251.5,2251.5,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.0,2470.0,2470.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.0,2618.5,2618.5,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.1,3751.0,3751.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.1,3124.0,3124.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.1,2627.5,2627.5,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.1,3069.5,3069.5,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.1,2273.0,2273.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.1,2548.5,2548.5,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.1,2298.5,2298.5,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.1,3404.0,3404.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.1,2539.5,2539.5,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.1,2626.0,2626.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.2,2144.5,2144.5,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.2,3022.0,3022.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.2,2193.0,2193.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.2,2550.0,2550.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.2,1973.0,1973.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.2,2248.0,2248.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.2,2116.0,2116.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.2,2024.5,2024.5,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.2,2401.0,2401.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.2,2172.0,2172.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.3,2793.5,2793.5,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.3,1987.0,1987.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.3,2533.0,2533.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.3,2195.0,2195.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.3,3130.0,3130.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.3,2979.5,2979.5,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.3,2967.0,2967.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.3,2664.5,2664.5,0.0,1.0,0.0,0.0,Bulk invasion
-5.0,3.0,0.3,2780.0,2780.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.3,2103.0,2103.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.4,2086.0,2086.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.4,1634.5,1634.5,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.4,1986.0,1986.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.4,2635.5,2635.5,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.4,2456.0,2456.0,0.0,1.0,0.0,0.0,Bulk invasion
-5.0,3.0,0.4,2480.0,2480.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.4,1738.0,1738.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.4,1900.0,1900.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.4,1982.0,1982.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.4,2463.0,2463.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.5,2625.0,2625.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.5,3092.0,3092.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.5,1321.5,1321.5,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.5,2124.0,2124.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.5,2029.0,2029.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.5,1921.0,1921.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.5,1929.0,1929.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.5,2491.0,2491.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.5,2325.0,2325.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.5,2904.0,2904.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.6,2017.0,2017.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.6,2984.0,2984.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.6,2841.0,2841.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.6,2124.5,2124.5,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.6,2838.5,2838.5,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.6,3030.5,3030.5,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.6,2226.5,2226.5,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.6,2014.5,2014.5,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.6,2396.0,2396.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.6,2597.0,2597.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.7,2517.5,2517.5,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.7,2118.5,2118.5,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.7,2459.0,2459.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.7,2569.5,2569.5,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.7,2416.0,2416.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.7,3133.0,3133.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.7,2939.0,2939.0,0.0,1.0,0.0,0.0,Bulk invasion
-5.0,3.0,0.7,1679.0,1679.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.7,2292.0,2292.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.7,3515.0,3515.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.8,1824.0,1824.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.8,1929.5,1929.5,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.8,1501.5,1501.5,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.8,1854.0,1854.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.8,2200.5,2200.5,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.8,2028.5,2028.5,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.8,3106.5,3106.5,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.8,2128.5,2128.5,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.8,2261.0,2261.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.8,2089.5,2089.5,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.9,3526.0,3526.0,0.0,1.0,0.0,0.0,Bulk invasion
-5.0,3.0,0.9,3321.5,3321.5,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.9,1450.0,1450.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.9,2783.0,2783.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.9,1206.0,1206.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.9,2173.0,2173.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.9,2271.0,2271.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.9,2687.5,2687.5,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.9,2343.0,2343.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,0.9,1912.0,1912.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,1.0,2480.0,2480.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,1.0,1852.0,1852.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,1.0,2358.5,2358.5,0.0,1.0,0.0,0.0,Bulk invasion
-5.0,3.0,1.0,1790.0,1790.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,1.0,1587.0,1587.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,1.0,2461.0,2461.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,1.0,1405.5,1405.5,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,1.0,1891.5,1891.5,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,1.0,1942.0,1942.0,0.0,0.0,0.0,0.0,No invasion
-5.0,3.0,1.0,1636.0,1636.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.0,2300.0,2300.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.0,2736.0,2736.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.0,2128.0,2128.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.0,3024.0,3024.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.0,3611.0,3611.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.0,2827.0,2827.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.0,2650.5,2650.5,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.0,1691.0,1691.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.0,2151.5,2151.5,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.0,3617.5,3617.5,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.1,2482.5,2482.5,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.1,2206.0,2206.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.1,2734.5,2734.5,0.0,1.0,0.0,0.0,Bulk invasion
-5.0,6.0,0.1,2464.5,2464.5,0.0,1.0,0.0,0.0,Bulk invasion
-5.0,6.0,0.1,2280.0,2280.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.1,2293.0,2293.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.1,2027.0,2027.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.1,2578.5,2578.5,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.1,2517.0,2517.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.1,3316.0,3316.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.2,2807.5,2807.5,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.2,2421.5,2421.5,0.0,1.0,0.0,0.0,Bulk invasion
-5.0,6.0,0.2,3158.0,3158.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.2,2114.0,2114.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.2,1721.0,1721.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.2,2645.0,2645.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.2,2408.5,2408.5,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.2,2062.0,2062.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.2,2594.0,2594.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.2,2133.5,2133.5,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.3,2107.5,2107.5,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.3,2935.5,2935.5,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.3,2294.0,2294.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.3,2030.5,2030.5,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.3,2533.0,2533.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.3,2836.0,2836.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.3,2576.0,2576.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.3,2215.0,2215.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.3,2476.5,2476.5,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.3,2920.0,2920.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.4,3187.0,3187.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.4,3545.5,3545.5,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.4,2184.0,2184.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.4,2193.0,2193.0,0.0,1.0,0.0,0.0,Bulk invasion
-5.0,6.0,0.4,2366.0,2366.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.4,2310.0,2310.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.4,1781.0,1781.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.4,2104.0,2104.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.4,1982.5,1982.5,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.4,2961.0,2961.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.5,2467.0,2467.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.5,2865.0,2865.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.5,3535.0,3535.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.5,2442.0,2442.0,0.0,1.0,0.0,0.0,Bulk invasion
-5.0,6.0,0.5,2153.0,2153.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.5,3506.0,3506.0,0.0,1.0,0.0,0.0,Bulk invasion
-5.0,6.0,0.5,4123.0,4123.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.5,1999.0,1999.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.5,2368.0,2368.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.5,1979.0,1979.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.6,1955.5,1955.5,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.6,1895.5,1895.5,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.6,1739.0,1739.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.6,1797.5,1797.5,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.6,2476.0,2476.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.6,1835.0,1835.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.6,2564.0,2564.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.6,2893.5,2893.5,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.6,2465.0,2465.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.6,2813.0,2813.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.7,2701.0,2701.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.7,3419.0,3419.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.7,1969.0,1969.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.7,2027.0,2027.0,0.0,1.0,0.0,0.0,Bulk invasion
-5.0,6.0,0.7,1833.5,1833.5,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.7,2709.0,2709.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.7,2420.5,2420.5,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.7,2720.0,2720.0,0.0,1.0,0.0,0.0,Bulk invasion
-5.0,6.0,0.7,2456.5,2456.5,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.7,1895.0,1895.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.8,2414.5,2414.5,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.8,2277.0,2277.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.8,2337.0,2337.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.8,2374.0,2374.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.8,2379.0,2379.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.8,2730.0,2730.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.8,2698.0,2698.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.8,2071.0,2071.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.8,1885.5,1885.5,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.8,2613.5,2613.5,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.9,2508.5,2508.5,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.9,2268.0,2268.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.9,2227.0,2227.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.9,2801.0,2801.0,0.0,0.0,0.0,0.0,No invasion
-5.0,6.0,0.9,2571.0,2571.0,0.0,0.0,0.0,0.0,No invasion
