Contact Energy,Chemotaxis Lambda,Proliferative Probability,Invasive Area,Infiltrative Area,Single Defects,Fingers,Detached Cells,Clusters
5.0,15.0,0.4,7382,35545,263,10,269,0
5.0,15.0,0.5,7314,36033,270,9,278,0
5.0,15.0,0.6,8024,36488,264,9,272,1
5.0,15.0,0.7,8215,36077,265,9,272,1
5.0,15.0,0.8,8745,36508,266,9,274,1
5.0,15.0,0.9,7959,36058,270,8,277,0
5.0,15.0,1.0,7751,35180,265,8,272,0
5.0,18.0,0.0,6635,43973,294,8,306,1
5.0,18.0,0.1,6568,44057,300,8,312,0
5.0,18.0,0.2,6926,43354,295,8,308,0
5.0,18.0,0.3,6554,43257,298,8,311,1
5.0,18.0,0.4,6829,43199,300,9,313,1
5.0,18.0,0.5,6945,42880,301,8,311,1
5.0,18.0,0.6,7437,43384,305,8,316,1
5.0,18.0,0.7,7672,43826,306,8,317,1
5.0,18.0,0.8,7055,43418,305,8,320,1
5.0,18.0,0.9,7072,42475,304,8,318,0
5.0,18.0,1.0,7499,42570,301,8,314,1
5.0,21.0,0.0,5524,47446,304,6,316,1
5.0,21.0,0.1,6080,48047,305,6,320,1
5.0,21.0,0.2,5909,47828,303,6,320,1
5.0,21.0,0.3,6098,47333,302,7,319,1
5.0,21.0,0.4,6047,47866,310,7,324,0
5.0,21.0,0.5,6458,48217,308,6,324,1
5.0,21.0,0.6,6481,47969,312,6,330,2
5.0,21.0,0.7,6178,47475,309,7,330,2
5.0,21.0,0.8,6533,47970,316,7,337,2
5.0,21.0,0.9,6751,48034,314,7,335,1
5.0,21.0,1.0,6810,47614,316,6,334,1
5.0,24.0,0.0,4335,50193,293,5,313,1
5.0,24.0,0.1,5640,51200,297,5,317,0
5.0,24.0,0.2,5118,50352,303,5,320,1
5.0,24.0,0.3,5720,51161,306,6,325,1
5.0,24.0,0.4,5850,50794,306,6,326,2
5.0,24.0,0.5,5177,50562,309,6,329,1
5.0,24.0,0.6,5863,50841,308,6,330,1
5.0,24.0,0.7,6017,51197,312,6,335,2
5.0,24.0,0.8,5304,49943,314,6,335,1
5.0,24.0,0.9,6151,51621,317,7,338,1
5.0,24.0,1.0,6190,50555,314,7,339,2
5.0,27.0,0.0,4389,52341,290,5,312,1
5.0,27.0,0.1,4247,52214,289,4,315,1
5.0,27.0,0.2,5112,52931,295,5,318,1
5.0,27.0,0.3,4393,52936,302,4,328,1
5.0,27.0,0.4,4741,52859,298,5,327,2
5.0,27.0,0.5,5105,52940,301,4,325,0
5.0,27.0,0.6,4904,52999,306,5,331,0
5.0,27.0,0.7,5162,52485,307,6,330,1
5.0,27.0,0.8,5317,52999,306,6,333,1
5.0,27.0,0.9,5602,53577,312,6,334,2
5.0,27.0,1.0,5772,53243,311,6,337,2
5.0,30.0,0.0,4357,54819,291,4,317,1
5.0,30.0,0.1,4459,54567,289,4,314,1
5.0,30.0,0.2,4314,54262,286,5,316,1
5.0,30.0,0.3,4259,54581,291,4,315,1
5.0,30.0,0.4,4352,54183,299,4,326,1
5.0,30.0,0.5,4771,54495,290,4,320,1
5.0,30.0,0.6,4662,54740,302,5,331,2
5.0,30.0,0.7,5247,54737,303,6,333,2
5.0,30.0,0.8,4715,54368,293,6,330,1
5.0,30.0,0.9,4578,54326,305,5,335,1
5.0,30.0,1.0,5492,54989,311,5,344,2
