id,x,y
1,4.249999999999455,12.15
2,7.904761904762303,2.8095238095238093
3,4.444444444443365,2.2222222222222223
4,6.899999999999546,9.25
5,12.789473684210066,6.157894736842105
6,16.500000000000455,2.0
7,15.578947368420394,5.631578947368421
8,23.85000000000041,1.75
9,27.29411764705826,2.411764705882353
10,31.55000000000046,13.85
11,29.933333333332477,4.6
12,30.68421052631549,8.368421052631579
13,31.94117647058775,1.411764705882353
14,41.09999999999966,5.8
15,38.59999999999972,1.5
16,52.00000000000023,0.7647058823529411
17,43.11764705882405,2.235294117647059
18,56.83333333333288,5.0
19,58.6500000000003,8.75
20,61.11764705882394,1.5294117647058822
21,67.88235294117601,5.0
22,67.00000000000043,1.7142857142857142
23,65.84210526315748,11.368421052631579
24,64.11111111111069,3.5555555555555554
25,72.46666666666664,5.066666666666666
26,76.11111111111137,20.055555555555557
27,83.85714285714346,4.285714285714286
28,80.70588235294075,4.647058823529412
29,79.77777777777816,1.2777777777777777
30,87.29411764705826,12.647058823529411
31,89.86666666666618,1.0666666666666667
32,86.82352941176383,8.941176470588236
33,100.64705882352895,1.588235294117647
34,107.2631578947367,1.3157894736842106
35,102.49999999999986,4.5
36,108.85714285714234,5.761904761904762
37,113.33333333333384,23.27777777777778
38,109.75000000000048,9.75
39,111.00000000000004,2.8421052631578947
40,117.47368421052694,11.421052631578947
41,112.44444444444402,16.5
42,121.27777777777813,1.6666666666666667
43,136.06666666666715,1.5333333333333334
44,132.31250000000088,1.0625
45,144.77777777777806,2.4444444444444446
46,148.1111111111116,1.9444444444444444
47,144.9999999999996,24.3
48,147.00000000000074,6.764705882352941
49,151.22222222222243,2.888888888888889
50,148.21428571428598,11.714285714285714
51,153.3999999999996,10.7
52,157.8947368421049,3.0
53,155.38095238095295,7.428571428571429
54,161.7777777777775,0.9444444444444444
55,162.30000000000018,4.8
56,167.14999999999958,1.65
57,171.9500000000001,1.55
58,178.85714285714266,10.428571428571429
59,178.87499999999955,2.8125
