id,x,y
1170,290.0,7.0
1172,448.0,7.0
1178,287.00000000000045,20.0
1179,342.40000000000003,26.2
1180,324.9999999999968,38.0
1182,161.0,2.0
1183,13.999999999999943,18.0
1189,129.00000000000006,16.0
1195,311.0,6.0
1197,277.5000000000002,31.0
1198,170.9999999999971,33.0
1204,396.0,31.0
1205,163.49999999999986,39.5
1210,471.0,6.0
1219,396.0,28.0
1223,289.33333333333303,35.666666666666664
1225,439.5,8.0
1226,150.00000000000017,13.0
1231,145.00000000000074,32.0
1239,65.99999999999824,29.0
1246,329.0000000000002,28.0
1247,42.999999999998806,38.0
1248,345.0,22.0
1249,262.1666666666668,26.166666666666668
1250,491.0,20.0
1251,87.99999999999903,32.0
1252,439.42857142857156,44.285714285714285
1254,314.79999999999995,12.6
1259,271.99999999999955,21.0
1271,370.0,27.0
1274,10.499999999999687,29.0
1276,242.99999999999915,14.0
1280,482.0,19.0
1283,399.33333333333326,28.333333333333332
1288,39.99999999999949,32.0
1290,77.44444444444447,36.666666666666664
1292,149.00000000000006,19.0
1294,70.99999999999994,32.0
1296,346.0000000000002,26.5
1298,386.5,21.0
1299,18.000000000000057,24.0
1300,43.00000000000006,32.285714285714285
1301,101.00000000000006,14.0
1302,409.9999999999991,24.0
1309,312.0,13.0
1312,152.00000000000017,10.0
1314,255.49999999999983,31.0
1316,1.0000000000008527,18.0
1318,3.0000000000000475,23.0
1319,377.0,34.0
1320,93.4999999999996,34.5
1325,309.9999999999991,28.0
1327,208.0,5.0
1328,235.000000000002,30.0
1329,97.99999999999989,13.0
1332,65.00000000000011,24.0
1333,252.9999999999995,16.0
1339,450.0,36.25
1341,140.285714285714,37.0
1345,186.0,11.0
1350,221.00000000000057,20.0
1357,243.0000000000003,15.5
1358,164.99999999999994,12.0
1362,463.0,12.0
1367,460.2,35.2
1375,352.5,22.0
1378,99.66666666666679,11.333333333333334
1380,169.00000000000006,12.5
1383,389.0,9.0
1393,202.50000000000006,14.0
1394,13.199999999999966,32.4
1396,360.90909090909093,40.27272727272727
1397,20.00000000000003,35.75
1398,177.0,4.0
1401,54.00000000000267,36.0
1405,263.99999999999955,24.0
1410,189.99999999999943,22.0
1412,181.00000000000006,22.0
1415,157.99999999999955,24.0
1423,321.6666666666668,12.333333333333334
1426,26.99999999999926,25.0
1428,344.00000000000045,32.0
1429,380.00000000000017,27.5
1432,158.49999999999997,12.0
1436,109.99999999999989,12.0
1443,423.0,26.0
1449,191.85714285714297,18.714285714285715
1453,135.00000000000148,18.0
1454,356.4999999999999,21.0
1457,163.00000000000006,18.0
1461,420.2,30.6
1462,383.0,27.0
1464,372.0,19.0
1467,352.0000000000002,24.0
1472,224.00000000000017,5.0
1476,183.00000000000028,22.0
1478,405.50000000000136,9.0
1480,408.33333333333366,30.666666666666668
1482,45.00000000000102,38.0
1484,216.99999999999986,33.833333333333336
1490,298.5,28.0
1492,35.999999999996874,33.0
1493,51.50000000000003,25.0
1498,51.5,14.5
1501,128.333333333334,45.55555555555556
1503,280.00000000000136,25.0
1506,106.0000000000008,26.0
1507,413.0,10.0
1511,71.99999999999994,30.0
1518,102.33333333333356,35.666666666666664
1528,355.0,23.0
1529,177.0,14.0
1530,166.9999999999955,26.0
1532,215.00000000000003,17.25
1533,140.0000000000001,25.0
1535,164.00000000000188,26.0
1537,457.0,16.0
1539,239.33333333333312,31.666666666666668
1541,453.6666666666668,41.266666666666666
1542,220.0,30.0
1544,153.0000000000005,30.0
1545,137.16666666666643,20.166666666666668
1549,1.0000000000001137,24.0
1556,365.99999999999727,34.0
1557,49.00000000000057,25.0
1558,495.0,13.0
